,start station id,start station name,start station latitude,start station longitude,Coordinates
4984,3152,3 Ave & E 71 St,40.76873687,-73.96119945,"(40.768736869999998, -73.961199449999995)"
3675,3153,E 71 St & 2 Ave,40.76817546742245,-73.95910263061523,"(40.768175467422452, -73.959102630615234)"
2194,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,"(40.76440023, -73.966489769999995)"
1073,3156,E 72 St & York Ave,40.76663814,-73.95348296,"(40.766638139999998, -73.953482960000002)"
883,3157,East End Ave & E 86 St,40.77518615,-73.94446054,"(40.775186150000003, -73.944460539999994)"
1853,3158,W 63 St & Broadway,40.77163851,-73.98261428,"(40.771638510000002, -73.982614280000007)"
1417,3159,W 67 St & Broadway,40.77492513,-73.98266566,"(40.77492513, -73.982665659999995)"
1492,3160,Central Park West & W 76 St,40.77896784,-73.97374737,"(40.77896784, -73.973747369999998)"
276,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,"(40.780183972423899, -73.977285325527191)"
996,3162,W 78 St & Broadway,40.78339981,-73.98093133,"(40.783399809999999, -73.980931330000004)"
2101,3163,Central Park West & W 68 St,40.7734066,-73.97782542,"(40.773406600000001, -73.977825420000002)"
155,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,"(40.777057499999998, -73.978984749999995)"
472,3165,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,"(40.775793766836657, -73.976205736398711)"
622,3166,Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,"(40.780577990103346, -73.985624313354478)"
862,3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,"(40.779668090073116, -73.980930447578416)"
492,3168,Central Park West & W 85 St,40.78472675,-73.96961715,"(40.784726749999997, -73.969617150000005)"
809,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,"(40.78720869, -73.981281269999997)"
521,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,"(40.784999790000001, -73.972834059999997)"
289,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,"(40.785246720000004, -73.976673210000001)"
118,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,"(40.778566900000001, -73.977549609999997)"
1009,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,"(40.777507027547976, -73.988885879516587)"
500,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,"(40.77748046, -73.982885940000003)"
245,3176,W 64 St & West End Ave,40.77452835,-73.98753759,"(40.774528349999997, -73.987537590000002)"
188,3177,W 84 St & Broadway,40.7867947,-73.977112,"(40.786794700000002, -73.977112000000005)"
2129,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,"(40.78414472, -73.983624919999997)"
6980,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,"(40.698616999999999, -73.941342000000006)"
11026,3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,"(40.698779999999999, -73.997119999999995)"
11899,3182,Yankee Ferry Terminal,40.686931,-74.016966,"(40.686931000000001, -74.016965999999996)"
18420,3219,NYCBS Depot - STY,40.729193,-73.97665500000001,"(40.729193000000002, -73.976655000000008)"
7987,3221,47 Ave & 31 St,40.743,-73.93561,"(40.743000000000002, -73.935609999999997)"
811,3222,Hanson Pl & St Felix St,40.68515959989177,-73.97711366415024,"(40.685159599891769, -73.977113664150238)"
2283,3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,"(40.758996559605116, -73.968653976917267)"
124,3224,W 13 St & Hudson St,40.73997354103409,-74.00513872504234,"(40.73997354103409, -74.005138725042343)"
1951,3226,W 82 St & Central Park West,40.78275,-73.97137,"(40.78275, -73.971369999999993)"
1108,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,"(40.751283596962296, -73.99692445993422)"
2213,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,"(40.767800801481322, -73.965920805931091)"
1136,3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,"(40.689621887903328, -73.983042687177658)"
157,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,"(40.757245679117261, -73.978059142827988)"
2480,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,"(40.752165280621966, -73.979921936988816)"
536,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,"(40.758984813996342, -73.993799686431871)"
2399,3237,21 St & 41 Ave,40.75383343437622,-73.94267678260802,"(40.753833434376219, -73.942676782608018)"
218,3238,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,"(40.773913902381182, -73.954395353794098)"
833,3241,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,"(40.686203000000006, -73.944693999999998)"
80,3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,"(40.691029256779679, -73.991833627223969)"
354,3243,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,"(40.75892386377695, -73.962262272834778)"
784,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,"(40.73143724085228, -73.994903415441513)"
403104,3245,Kiosk in a box Motivate,40.646677898897856,-74.01630342006682,"(40.646677898897856, -74.016303420066819)"
5715,3246,Montague St & Clinton St,40.694281141397326,-73.99230033159256,"(40.694281141397326, -73.99230033159256)"
406,3249,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079,"(40.680356084043396, -73.947679102420793)"
274361,3250,NYCBS Depot - PIT,40.716909780459645,-73.98383796215056,"(40.716909780459645, -73.98383796215056)"
10802,3254,Soissons Landing,40.69231660719192,-74.01486575603484,"(40.69231660719192, -74.014865756034837)"
111,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,"(40.750585347021499, -73.994684815406799)"
1404,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,"(40.727714077777797, -74.011295735836029)"
35,3258,W 27 St & 10 Ave,40.750181563256824,-74.00218427181244,"(40.750181563256824, -74.002184271812439)"
79,3259,9 Ave & W 28 St,40.74937024193277,-73.99923384189607,"(40.749370241932773, -73.999233841896071)"
348,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,"(40.727063633483063, -73.996621370315538)"
17,3263,Cooper Square & E 7 St,40.72923649910006,-73.99086803197861,"(40.729236499100061, -73.990868031978607)"
7975,3264,E 61 St & Park Ave,40.76421007169064,-73.96910458803177,"(40.764210071690641, -73.969104588031769)"
301,3265,E 2 St & 2 Ave,40.7245634290432,-73.9894437789917,"(40.724563429043201, -73.989443778991699)"
4898,3266,Kiosk in a box Deployment,40.70861098096821,-73.92850399017334,"(40.70861098096821, -73.92850399017334)"
3625,3282,5 Ave & E 88 St,40.78307,-73.95939,"(40.783070000000002, -73.959389999999999)"
422955,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,"(40.788221299999996, -73.970415610000003)"
398,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,"(40.781410700190015, -73.95595908164978)"
2068,3285,W 87 St  & Amsterdam Ave,40.78839,-73.9747,"(40.78839, -73.974699999999999)"
1395,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,"(40.780628399999998, -73.952166700000006)"
1047,3287,W 87 St & West End Ave,40.790261,-73.977131,"(40.790261000000001, -73.977131)"
1355,3288,E 88 St & 1 Ave,40.778301,-73.9488134,"(40.778300999999999, -73.948813400000006)"
1161,3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,"(40.790179480950812, -73.972889184951782)"
555,3290,E 89 St & York Ave,40.7779453,-73.94604100000001,"(40.777945299999999, -73.946041000000008)"
194,3291,Riverside Dr & W 91 St,40.7933718,-73.97685115,"(40.793371800000003, -73.976851150000002)"
1798,3292,5 Ave & E 93 St,40.785785100000005,-73.957481,"(40.785785100000005, -73.957481000000001)"
16444,3293,W 92 St & Broadway,40.7921,-73.9739,"(40.792099999999998, -73.9739)"
2165,3294,E 91 St & Park Ave,40.7835016,-73.955327,"(40.783501600000001, -73.955326999999997)"
3420,3295,Central Park W & W 96 St,40.791270000000004,-73.964839,"(40.791270000000004, -73.964838999999998)"
5692,3297,6 St & 7 Ave,40.668662700000006,-73.97988067,"(40.668662700000006, -73.97988067)"
2465,3298,Warren St & Court St,40.686371,-73.99383324,"(40.686371000000001, -73.993833240000001)"
7540,3300,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,"(40.66514681533792, -73.976376056671143)"
1515,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,"(40.791955700000003, -73.968086999999997)"
797,3302,Columbus Ave & W 103 St,40.7969347,-73.9643412291,"(40.796934700000001, -73.9643412291)"
5009,3303,Butler St & Court St,40.6849894,-73.99440329,"(40.684989399999999, -73.994403289999994)"
4973,3304,6 Ave & 9 St,40.668127,-73.98377641,"(40.668126999999998, -73.983776410000004)"
1238,3305,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478,"(40.781122299341654, -73.949655890464783)"
577,3306,10 St & 7 Ave,40.666207799999995,-73.98199886,"(40.666207799999995, -73.981998860000004)"
3015,3307,West End Ave & W 94 St,40.7941654,-73.974124,"(40.794165399999997, -73.974124000000003)"
2049,3308,Kane St & Clinton St,40.686175799999994,-73.99645295,"(40.686175799999994, -73.996452950000005)"
9017,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,"(40.785920099999998, -73.948602940000001)"
3169,3310,14 St & 7 Ave,40.663779,-73.98396846,"(40.663778999999998, -73.98396846)"
160,3311,Columbia St & Kane St,40.68763155,-74.0016256,"(40.687631549999999, -74.001625599999997)"
530,3312,1 Ave & E 94 St,40.78172120000001,-73.94594000000001,"(40.781721200000007, -73.945940000000007)"
695,3313,6 Ave & 12 St,40.666318100000005,-73.9854617,"(40.666318100000005, -73.985461700000002)"
262,3314,W 95 St & Broadway,40.7937704,-73.971888,"(40.7937704, -73.971888000000007)"
1018,3315,Henry St & Degraw St,40.684751399999996,-73.99917254,"(40.684751399999996, -73.999172540000004)"
2382,3316,W 104 St & Amsterdam Ave,40.798993700000004,-73.96621737779999,"(40.798993700000004, -73.966217377799993)"
708,3317,10 St & 5 Ave,40.6686273,-73.98700053,"(40.668627299999997, -73.987000530000003)"
35913,3319,14 St & 5 Ave,40.666287,-73.98895053,"(40.666286999999997, -73.988950529999997)"
3862,3320,Central Park West & W 100 St,40.793393,-73.96355559999999,"(40.793393000000002, -73.963555599999992)"
235,3321,Clinton St & Union St,40.683116399999996,-73.99785267,"(40.683116399999996, -73.99785267)"
796,3322,12 St & 4 Ave,40.668603000000004,-73.99043940000001,"(40.668603000000004, -73.990439400000014)"
856,3323,W 106 St & Central Park West,40.798185600000004,-73.96059090060001,"(40.798185600000004, -73.96059090060001)"
14243,3324,3 Ave & 14 St,40.6685455,-73.99333264,"(40.6685455, -73.993332640000006)"
2820,3325,E 95 St & 3 Ave,40.7849032,-73.950503,"(40.784903200000002, -73.950502999999998)"
15610,3326,Clinton St & Centre St,40.67434,-74.00194698,"(40.674340000000001, -74.00194698)"
6320,3327,3 Ave & E 100 St,40.787721399999995,-73.94728331,"(40.787721399999995, -73.947283310000003)"
649134,3328,W 100 St & Manhattan Ave,40.795,-73.9645,"(40.795000000000002, -73.964500000000001)"
126,3329,Degraw St & Smith St,40.6829151,-73.99318208,"(40.682915100000002, -73.993182079999997)"
5970,3330,Henry St & Bay St,40.672505799999996,-74.00494695,"(40.672505799999996, -74.004946950000004)"
3879,3331,Riverside Dr & W 104 St,40.8013434,-73.97114574390001,"(40.8013434, -73.97114574390001)"
1641681,3332,Degraw St & Hoyt St,40.68199044270703,-73.99079024791719,"(40.681990442707033, -73.99079024791719)"
34974,3333,Columbia St & Lorraine St,40.6747055,-74.00755720000001,"(40.674705500000002, -74.007557200000008)"
4078,3335,Union St & 4 Ave,40.6772744,-73.98282002,"(40.677274400000002, -73.982820020000005)"
195,3336,E 97 St & Madison Ave,40.787801,-73.953559,"(40.787801000000002, -73.953558999999998)"
616098,3338,2 Ave & E 99 St,40.786258600000004,-73.94552579,"(40.786258600000004, -73.945525790000005)"
2713,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,"(40.676530399999997, -73.978468789999994)"
6506,3340,Wolcott St & Dwight St,40.6753274,-74.0100698,"(40.6753274, -74.010069799999997)"
351,3341,Central Park West & W 102 St,40.795346,-73.96186,"(40.795346000000002, -73.961860000000001)"
37287,3342,Pioneer St & Richards St,40.677774799999995,-74.0094613,"(40.677774799999995, -74.009461299999998)"
904,3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676,"(40.799756799999997, -73.962112867599998)"
284051,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,"(40.679043, -74.011168999999995)"
855,3345,Madison Ave & E 99 St,40.78948541553215,-73.9524292945862,"(40.789485415532148, -73.952429294586196)"
26449,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,"(40.677342899999999, -74.012750560000001)"
659695,3348,Coffey St & Conover St,40.677236,-74.015665,"(40.677236000000001, -74.015664999999998)"
641351,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,"(40.672967900000003, -73.970879839999995)"
2760,3350,W 100 St & Broadway,40.797372100000004,-73.97041192,"(40.797372100000004, -73.970411920000004)"
3084,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,"(40.7869946, -73.941648020000002)"
599,3353,Reed St & Van Brunt St,40.6747844,-74.01612847,"(40.6747844, -74.016128469999998)"
364823,3354,3 St & Prospect Park West,40.668132,-73.97363831,"(40.668132, -73.973638309999998)"
360416,3355,E 66 St & Madison Ave,40.768008893059466,-73.96845281124116,"(40.768008893059466, -73.968452811241164)"
592938,3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,"(40.774667100000002, -73.984705669999997)"
3716,3357,W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472,"(40.800836299999993, -73.966449247200003)"
1187259,3358,Garfield Pl & 8 Ave,40.671197799999995,-73.97484126,"(40.671197799999995, -73.974841260000005)"
362379,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,"(40.769157200000002, -73.967034639999994)"
764318,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,"(40.7829391, -73.9786517)"
6671,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,"(40.674088599999997, -73.978728200000006)"
1590777,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,"(40.778131399999999, -73.960693989999996)"
6743,3363,E 102 St & Park Ave,40.7904828,-73.95033068,"(40.790482799999999, -73.950330679999993)"
5893,3364,Carroll St & 5 Ave,40.6751622,-73.9814832,"(40.675162200000003, -73.9814832)"
242563,3365,3 St & 7 Ave,40.67038370000001,-73.97839676,"(40.670383700000009, -73.978396759999995)"
742,3366,West End Ave & W 107 St,40.8021174,-73.9681805305,"(40.8021174, -73.968180530500007)"
1116,3367,5 Ave & E 103 St,40.792255299999994,-73.95249933,"(40.792255299999994, -73.952499329999995)"
1154,3368,5 Ave & 3 St,40.672815500000006,-73.98352355,"(40.672815500000006, -73.983523550000001)"
588969,3370,78 St & 2 Ave,40.7727966,-73.95577801,"(40.7727966, -73.955778010000003)"
1111539,3372,E 74 St & 1 Ave,40.7689738,-73.95482273,"(40.768973799999998, -73.954822730000004)"
4021,3373,3 St & 3 Ave,40.675070500000004,-73.98775226,"(40.675070500000004, -73.987752259999993)"
14232,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,"(40.799484, -73.955613)"
1548260,3375,3 Ave & E 72 St,40.7699426,-73.96060712,"(40.7699426, -73.960607120000006)"
1602252,3376,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,"(40.764718519443392, -73.962220698595047)"
84948,3377,Carroll St & Bond St,40.6786115,-73.99037292,"(40.678611500000002, -73.990372919999999)"
576893,3378,E 76 St & Park Ave,40.773763,-73.96222088,"(40.773763000000002, -73.962220880000004)"
666,3379,E 103 St & Lexington Ave,40.790305100000005,-73.94755757,"(40.790305100000005, -73.947557570000001)"
24969,3381,3 St & Hoyt St,40.6777287,-73.99364123,"(40.677728700000003, -73.993641229999994)"
10,3382,Carroll St & Smith St,40.680611,-73.99475825,"(40.680610999999999, -73.994758250000004)"
903,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,"(40.804212999999997, -73.966991039999996)"
104833,3384,Smith St & 3 St,40.678724200000005,-73.99599099,"(40.678724200000005, -73.995990989999996)"
2858,3386,1 Pl & Clinton St,40.6809591,-73.99905709,"(40.680959100000003, -73.999057089999994)"
5881,3387,E 106 St & Madison Ave,40.79343370000001,-73.94945003,"(40.793433700000008, -73.949450029999994)"
2206,3388,President St & Henry St,40.6828003,-73.99990419,"(40.682800299999997, -73.999904189999995)"
456,3389,Carroll St & Columbia St,40.6830456,-74.00348559,"(40.6830456, -74.003485589999997)"
8883,3390,E 109 St & 3 Ave,40.79329668,-73.9432083,"(40.793296679999997, -73.943208299999995)"
2218,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,"(40.789252900000001, -73.939562370000004)"
2162,3392,Commerce St & Van Brunt St,40.681211700000006,-74.00860912,"(40.681211700000006, -74.008609120000003)"
21592,3393,Richards St & Delavan St,40.67943270000001,-74.00785041,"(40.679432700000007, -74.007850410000003)"
95077,3394,Columbia St & W 9 St,40.6769993,-74.00647134,"(40.676999299999999, -74.006471340000004)"
6654,3395,Henry St & W 9 St,40.6763744,-74.00324957,"(40.6763744, -74.003249569999994)"
557,3396,Clinton St & 4 Place,40.6783563,-74.00014502,"(40.678356299999997, -74.000145020000005)"
13922,3397,Court St & Nelson St,40.6763947,-73.99869893,"(40.676394700000003, -73.998698930000003)"
19562,3398,Smith St & 9 St,40.67469570000001,-73.99785768,"(40.674695700000008, -73.997857679999996)"
1243542,3399,7 St & 3 Ave,40.67260298150126,-73.98983001708984,"(40.672602981501257, -73.989830017089844)"
1095,3400,E 110 St & Madison Ave,40.796153499999996,-73.94782145,"(40.796153499999996, -73.947821450000006)"
1686,3401,2 Ave & 9 St,40.6724811,-73.99331394,"(40.672481099999999, -73.993313939999993)"
332,3402,Court St & State St,40.6902375,-73.99203074,"(40.690237500000002, -73.992030740000004)"
935,3403,4 Ave & 9 St,40.6705135,-73.98876585,"(40.670513499999998, -73.988765849999993)"
215,3404,7 St & 5 Ave,40.670492200000005,-73.98541675,"(40.670492200000005, -73.985416749999999)"
3660,3405,5 St & 6 Ave,40.670483600000004,-73.98208968,"(40.670483600000004, -73.982089680000001)"
1378,3408,Congress St & Clinton St,40.6881529,-73.99520919,"(40.688152899999999, -73.995209189999997)"
993709,3409,Bergen St & Smith St,40.686744299999994,-73.99063168,"(40.686744299999994, -73.990631680000007)"
11241,3410,Dean St & Hoyt St,40.686444200000004,-73.98759104,"(40.686444200000004, -73.987591039999998)"
2877,3411,Bond St & Bergen St,40.6849668,-73.98620772,"(40.684966799999998, -73.986207719999996)"
601843,3412,Pacific St & Nevins St,40.6853761,-73.98302136,"(40.685376099999999, -73.983021359999995)"
1190,3413,Wyckoff St & 3 Ave,40.6827549,-73.98258555,"(40.682754899999999, -73.982585549999996)"
1061670,3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,"(40.680944723477296, -73.975673317909227)"
693,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,"(40.679330700000001, -73.975195229999997)"
299,3416,7 Ave & Park Pl,40.67761470000001,-73.97324283,"(40.677614700000007, -73.973242830000004)"
10444,3417,Baltic St & 5 Ave,40.6795766,-73.97854971,"(40.679576599999997, -73.978549709999996)"
244495,3418,Plaza St West & Flatbush Ave,40.675020700000005,-73.97111473,"(40.675020700000005, -73.971114729999996)"
937,3419,Douglass St & 4 Ave,40.67927879999999,-73.98154004,"(40.679278799999992, -73.981540039999999)"
303,3420,Douglass St & 3 Ave,40.6802133,-73.98432695,"(40.680213299999998, -73.984326949999996)"
31055,3421,Hoyt St & Warren St,40.6843549,-73.98901629,"(40.684354900000002, -73.989016289999995)"
2482,3422,Columbia St & Degraw St,40.6859296,-74.00242364,"(40.685929600000001, -74.002423640000004)"
321726,3423,West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,"(40.661063371900603, -73.97945255041121)"
621537,3424,E 106 St & Lexington Ave,40.791976,-73.945993,"(40.791975999999998, -73.945993000000001)"
4654,3425,2 Ave  & E 104 St,40.789210499999996,-73.94370784,"(40.789210499999996, -73.943707840000002)"
3730,3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,"(40.724305272503322, -73.996009826660156)"
55070,3428,8 Ave & W 16 St,40.740983,-74.00170200000001,"(40.740983, -74.001702000000009)"
310400,3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,"(40.685068073081773, -73.977907598018632)"
422360,3430,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,"(40.719078911795641, -73.94223690032959)"
736897,3431,E 35 St & 3 Ave,40.746524,-73.977885,"(40.746524000000001, -73.977885000000001)"
1199788,3432,Bike in Movie Night | Prospect Park Bandshell,40.662987,-73.97691800000001,"(40.662987000000001, -73.976918000000012)"
1644159,3434,W 88 St & West End Ave,40.790254173304184,-73.97718340158461,"(40.790254173304184, -73.977183401584611)"
1643156,3435,Grand St & Elizabeth St,40.718821999999996,-73.99596,"(40.718821999999996, -73.995959999999997)"
1643532,3436,Greenwich St & Hubert St,40.721319,-74.010065,"(40.721319000000001, -74.010064999999997)"
